"","LON5","LAT5","YY","MM","avg_sst"
"1861",155,5,2002,5,29.2816508862536
"1862",160,5,2002,5,29.409774131833
"1863",165,5,2002,5,29.4516736283746
"1864",170,5,2002,5,29.1973810791969
"1865",175,5,2002,5,29.2300468758718
"1866",175,5,2002,5,29.2300468758718
"1867",180,5,2002,5,29.2205112892343
"1868",125,-5,2002,5,28.7156644327036
"1869",130,-5,2002,5,28.7281505067522
"1870",135,-5,2002,5,28.4113214490426
"1871",135,-5,2002,5,28.4113214490426
"1872",140,-5,2002,5,29.0659001207105
"1873",145,-5,2002,5,29.9807600925481
"1874",150,-5,2002,5,30.0802609738149
"1875",155,-5,2002,5,30.0307993791207
"1876",160,-5,2002,5,30.4827784567632
"1877",160,-5,2002,5,30.4827784567632
"1878",165,-5,2002,5,30.2110183055704
"1879",170,-5,2002,5,30.2537258589464
"1880",170,-5,2002,5,30.2537258589464
"1881",175,-5,2002,5,30.0167745373503
"1882",175,-5,2002,5,30.0167745373503
"1883",180,-5,2002,5,29.8612675369044
"1884",110,10,2002,5,29.5576759466461
"1885",115,10,2002,5,29.87963789048
"1886",155,10,2002,5,28.8118375033268
"1887",135,-10,2002,5,28.2715705135405
"1888",140,-10,2002,5,27.7055379916277
"1889",145,-10,2002,5,27.1666881348963
"1890",145,-10,2002,5,27.1666881348963
"1891",150,-10,2002,5,28.1497257768114
"1892",155,-10,2002,5,28.835160093091
"1893",160,-10,2002,5,29.6628439189102
"1894",160,-10,2002,5,29.6628439189102
"1895",165,-10,2002,5,29.6646543664064
"1896",165,-10,2002,5,29.6646543664064
"1897",170,-10,2002,5,29.7990691036256
"1898",170,-10,2002,5,29.7990691036256
"1899",175,-10,2002,5,29.8547093403698
"1900",175,-10,2002,5,29.8547093403698
"1901",180,-10,2002,5,29.8105009369931
"1902",110,15,2002,5,29.1912336615403
"1903",115,15,2002,5,29.45758039385
"1904",175,-15,2002,5,28.8854140771703
"1905",180,-15,2002,5,28.9104940321387
"1906",120,25,2002,5,24.6952747108144
"1907",125,25,2002,5,26.8108097728915
"1908",125,30,2002,5,20.8964258705266
"1909",135,30,2002,5,23.365438041016
"1910",140,30,2002,5,22.3678676084497
"1911",145,30,2002,5,21.5110282456016
"1912",130,35,2002,5,18.3659671917066
"1913",140,35,2002,5,20.8227681311971
"1914",145,35,2002,5,20.0627582086256
"1915",140,40,2002,5,12.6753366700328
"1916",145,40,2002,5,10.6670939777648
"1917",170,-45,2002,5,12.0376733614521
"1918",120,0,2002,6,30.1198577666088
"1919",125,0,2002,6,28.7533278713093
"1920",130,0,2002,6,29.1904828125985
"1921",135,0,2002,6,29.9655643807995
"1922",140,0,2002,6,29.9911094837587
"1923",145,0,2002,6,29.7592528256389
"1924",150,0,2002,6,29.7941902227095
"1925",155,0,2002,6,29.7992153047151
"1926",160,0,2002,6,29.7617332923399
"1927",165,0,2002,6,29.8416380016984
"1928",170,0,2002,6,29.9401971726981
"1929",170,0,2002,6,29.9401971726981
"1930",175,0,2002,6,30.2725103889771
"1931",175,0,2002,6,30.2725103889771
"1932",180,0,2002,6,30.1612262319305
"1933",120,5,2002,6,30.0209100872228
"1934",125,5,2002,6,29.9233229379858
"1935",130,5,2002,6,29.6593138217304
"1936",145,5,2002,6,29.5875506554346
"1937",150,5,2002,6,29.8537209719707
"1938",155,5,2002,6,29.7362670563161
"1939",160,5,2002,6,29.8613844567562
"1940",165,5,2002,6,29.5846848326495
"1941",170,5,2002,6,29.5551740468641
"1942",175,5,2002,6,29.3826694556793
"1943",175,5,2002,6,29.3826694556793
"1944",180,5,2002,6,29.506968895715
"1945",125,-5,2002,6,27.7437823948335
"1946",130,-5,2002,6,27.0557513773232
"1947",135,-5,2002,6,26.6005894369967
"1948",135,-5,2002,6,26.6005894369967
"1949",140,-5,2002,6,26.744787416004
"1950",145,-5,2002,6,29.3452266208709
"1951",150,-5,2002,6,29.4011977092683
"1952",155,-5,2002,6,29.712477897289
"1953",160,-5,2002,6,29.9918635982226
"1954",165,-5,2002,6,29.9259235302878
"1955",170,-5,2002,6,29.846698475374
"1956",170,-5,2002,6,29.846698475374
"1957",175,-5,2002,6,29.8377210356483
"1958",175,-5,2002,6,29.8377210356483
"1959",180,-5,2002,6,29.7566365922728
"1960",110,10,2002,6,29.3769185703451
"1961",115,10,2002,6,29.8861638526506
"1962",150,10,2002,6,29.0428556669077
"1963",155,10,2002,6,28.7506040238986
"1964",135,-10,2002,6,27.0475516398026
"1965",145,-10,2002,6,26.7561461327075
"1966",150,-10,2002,6,27.5007454067213
"1967",155,-10,2002,6,28.1114980929481
"1968",160,-10,2002,6,29.0421818355117
"1969",165,-10,2002,6,29.1133813871867
"1970",165,-10,2002,6,29.1133813871867
"1971",170,-10,2002,6,28.9867186886255
"1972",170,-10,2002,6,28.9867186886255
"1973",175,-10,2002,6,29.2454794485544
"1974",175,-10,2002,6,29.2454794485544
"1975",180,-10,2002,6,29.2276577462454
"1976",110,15,2002,6,29.6338120954411
"1977",115,15,2002,6,29.4674609601937
"1978",175,-15,2002,6,28.1241189012522
"1979",120,25,2002,6,26.9198370849976
"1980",125,25,2002,6,27.817066400063
"1981",125,30,2002,6,23.8455355851421
"1982",130,30,2002,6,24.8572592143517
"1983",135,30,2002,6,24.5372919544596
"1984",140,30,2002,6,23.752666227883
"1985",145,30,2002,6,24.2949867606197
"1986",150,30,2002,6,25.3425948514771
"1987",125,35,2002,6,20.8394022875194
"1988",130,35,2002,6,21.1880677420224
"1989",140,35,2002,6,22.4558912003027
"1990",145,35,2002,6,21.9135487922532
"1991",150,35,2002,6,21.643777057426
"1992",155,35,2002,6,21.2935828508608
"1993",140,40,2002,6,17.2483607983256
"1994",145,40,2002,6,13.9233863947206
"1995",120,0,2002,7,29.6141533545039
"1996",125,0,2002,7,28.1223198421343
"1997",130,0,2002,7,28.9179481203452
"1998",135,0,2002,7,30.2011304828777
"1999",140,0,2002,7,30.0567728831228
"2000",145,0,2002,7,29.725037231296
"2001",150,0,2002,7,29.7424641303414
"2002",155,0,2002,7,29.5294205008926
"2003",160,0,2002,7,29.5166847097091
"2004",165,0,2002,7,29.5488719207946
"2005",165,0,2002,7,29.5488719207946
"2006",170,0,2002,7,29.6236955548121
"2007",170,0,2002,7,29.6236955548121
"2008",175,0,2002,7,29.9120894792483
"2009",175,0,2002,7,29.9120894792483
"2010",180,0,2002,7,30.0610022040853
"2011",120,5,2002,7,29.2935225702335
"2012",125,5,2002,7,29.0615331716288
"2013",130,5,2002,7,28.7299069421558
"2014",160,5,2002,7,29.0462137202221
"2015",165,5,2002,7,29.4335807963289
"2016",170,5,2002,7,29.5837348390432
"2017",170,5,2002,7,29.5837348390432
"2018",175,5,2002,7,29.6578813825394
"2019",175,5,2002,7,29.6578813825394
"2020",125,-5,2002,7,27.0034278939992
"2021",130,-5,2002,7,26.3254220995318
"2022",135,-5,2002,7,25.72814336564
"2023",140,-5,2002,7,26.212116760043
"2024",145,-5,2002,7,28.6397354721021
"2025",150,-5,2002,7,28.7959281341585
"2026",155,-5,2002,7,28.8691829993121
"2027",155,-5,2002,7,28.8691829993121
"2028",160,-5,2002,7,29.7230089606217
"2029",160,-5,2002,7,29.7230089606217
"2030",165,-5,2002,7,29.9489294093067
"2031",165,-5,2002,7,29.9489294093067
"2032",170,-5,2002,7,29.9840940188452
"2033",170,-5,2002,7,29.9840940188452
"2034",175,-5,2002,7,29.8540717438833
"2035",175,-5,2002,7,29.8540717438833
"2036",180,-5,2002,7,29.8314105899874
"2037",110,10,2002,7,29.0624044049081
"2038",115,10,2002,7,29.1852966949496
"2039",155,10,2002,7,29.0464054788511
"2040",145,-10,2002,7,25.7006644878768
"2041",155,-10,2002,7,27.2180543672031
"2042",155,-10,2002,7,27.2180543672031
"2043",165,-10,2002,7,28.8997668264653
"2044",165,-10,2002,7,28.8997668264653
"2045",170,-10,2002,7,29.06076183004
"2046",170,-10,2002,7,29.06076183004
"2047",175,-10,2002,7,29.0659173835733
"2048",175,-10,2002,7,29.0659173835733
"2049",180,-10,2002,7,29.1256769954122
"2050",110,15,2002,7,29.7527093837267
"2051",115,15,2002,7,28.9945541976963
"2052",155,15,2002,7,28.9524966279457
"2053",175,-15,2002,7,27.5967390368256
"2054",125,25,2002,7,28.6969397199979
"2055",125,30,2002,7,26.8805079535002
"2056",130,30,2002,7,27.3689411222977
"2057",135,30,2002,7,26.9912433730692
"2058",140,30,2002,7,26.9996520244987
"2059",145,30,2002,7,27.6562150598407
"2060",150,30,2002,7,27.57138638923
"2061",155,30,2002,7,26.7655846549045
"2062",160,30,2002,7,27.1414764583596
"2063",125,35,2002,7,23.1885195780131
"2064",130,35,2002,7,24.437140467239
"2065",135,35,2002,7,25.7768829282187
"2066",140,35,2002,7,25.7286854176857
"2067",145,35,2002,7,25.1795766944107
"2068",150,35,2002,7,25.4137907311502
"2069",155,35,2002,7,24.782669366046
"2070",160,35,2002,7,23.4796544651347
"2071",140,40,2002,7,21.8141118876534
"2072",145,40,2002,7,18.6649618015144
"2073",150,40,2002,7,19.3536896542977
"2074",160,40,2002,7,18.0890295411806
"2075",120,0,2002,8,29.209908606427
"2076",125,0,2002,8,27.5989254426378
"2077",130,0,2002,8,28.437683123301
"2078",135,0,2002,8,29.744892976453
"2079",140,0,2002,8,29.8831997770832
"2080",145,0,2002,8,29.5087092541881
"2081",150,0,2002,8,29.6325911950437
"2082",155,0,2002,8,29.4387973037233
"2083",155,0,2002,8,29.4387973037233
"2084",160,0,2002,8,29.6002502514
"2085",160,0,2002,8,29.6002502514
"2086",165,0,2002,8,29.7197691794515
"2087",165,0,2002,8,29.7197691794515
"2088",170,0,2002,8,29.4011488793619
"2089",170,0,2002,8,29.4011488793619
"2090",175,0,2002,8,29.693369887099
"2091",175,0,2002,8,29.693369887099
"2092",180,0,2002,8,29.7960481334568
"2093",120,5,2002,8,29.2434036024635
"2094",125,5,2002,8,29.0162553619545
"2095",130,5,2002,8,28.505116470772
"2096",160,5,2002,8,29.4249673804475
"2097",165,5,2002,8,29.4569515712263
"2098",170,5,2002,8,29.6162655438853
"2099",170,5,2002,8,29.6162655438853
"2100",125,-5,2002,8,26.5290990473663
"2101",130,-5,2002,8,26.1534440602348
"2102",135,-5,2002,8,25.5245485287821
"2103",140,-5,2002,8,26.2265737131572
"2104",140,-5,2002,8,26.2265737131572
"2105",145,-5,2002,8,28.4872052216378
"2106",150,-5,2002,8,28.4836406406226
"2107",155,-5,2002,8,28.8946832083824
"2108",160,-5,2002,8,29.2755453883127
"2109",160,-5,2002,8,29.2755453883127
"2110",165,-5,2002,8,29.8139368336946
"2111",165,-5,2002,8,29.8139368336946
"2112",170,-5,2002,8,29.6782619813153
"2113",170,-5,2002,8,29.6782619813153
"2114",175,-5,2002,8,29.7444795401394
"2115",175,-5,2002,8,29.7444795401394
"2116",180,-5,2002,8,29.6432416354665
"2117",110,10,2002,8,28.6508633748911
"2118",115,10,2002,8,28.4983207078272
"2119",155,10,2002,8,28.8550667038284
"2120",140,-10,2002,8,25.7087305685489
"2121",155,-10,2002,8,27.0382877519064
"2122",160,-10,2002,8,28.0677080809412
"2123",165,-10,2002,8,28.3004337023199
"2124",170,-10,2002,8,28.5760595348082
"2125",175,-10,2002,8,28.4867522706499
"2126",175,-10,2002,8,28.4867522706499
"2127",180,-10,2002,8,28.9116581378897
"2128",110,15,2002,8,28.5701069925932
"2129",115,15,2002,8,28.1900811347961
"2130",170,-15,2002,8,26.7380963828251
"2131",125,30,2002,8,28.5262385610599
"2132",130,30,2002,8,28.7504193189677
"2133",135,30,2002,8,27.9047516539076
"2134",140,30,2002,8,27.3899276806272
"2135",130,35,2002,8,25.3922146015149
"2136",140,35,2002,8,26.7777932469843
"2137",145,35,2002,8,27.0748664660375
"2138",150,35,2002,8,27.2312975638068
"2139",155,35,2002,8,26.4039700859004
"2140",160,35,2002,8,25.9584469046009
"2141",140,40,2002,8,22.6611110099844
"2142",145,40,2002,8,19.7568042507026
"2143",150,40,2002,8,20.2554145947405
"2144",155,40,2002,8,20.2190542717922
"2145",160,40,2002,8,19.5628719356827
"2146",165,40,2002,8,19.129094664234
"2147",170,40,2002,8,19.2457755513943
"2148",175,-40,2002,8,13.2864110194856
"2149",120,0,2002,9,29.256572171588
"2150",125,0,2002,9,27.8657482041968
"2151",130,0,2002,9,28.8057592896577
"2152",135,0,2002,9,29.9400456100169
"2153",140,0,2002,9,29.9345926676717
"2154",145,0,2002,9,29.8553220411652
"2155",150,0,2002,9,29.7552299347954
"2156",155,0,2002,9,29.6592433047118
"2157",155,0,2002,9,29.6592433047118
"2158",160,0,2002,9,29.7265698746942
"2159",160,0,2002,9,29.7265698746942
"2160",165,0,2002,9,29.6365118420814
"2161",165,0,2002,9,29.6365118420814
"2162",170,0,2002,9,29.5041160284825
"2163",170,0,2002,9,29.5041160284825
"2164",175,0,2002,9,29.7435371804365
"2165",175,0,2002,9,29.7435371804365
"2166",180,0,2002,9,29.5794964143638
"2167",120,5,2002,9,29.1606608900733
"2168",125,5,2002,9,29.2425509899132
"2169",130,5,2002,9,28.68670220739
"2170",160,5,2002,9,29.2622148083343
"2171",160,5,2002,9,29.2622148083343
"2172",170,5,2002,9,29.2843549820204
"2173",125,-5,2002,9,27.4099496153181
"2174",130,-5,2002,9,26.9768001912435
"2175",135,-5,2002,9,26.571199637125
"2176",140,-5,2002,9,26.7842975691253
"2177",140,-5,2002,9,26.7842975691253
"2178",145,-5,2002,9,28.7164979348027
"2179",150,-5,2002,9,28.5285850559763
"2180",155,-5,2002,9,29.0663750747305
"2181",160,-5,2002,9,29.7347550174348
"2182",165,-5,2002,9,29.6873633165563
"2183",170,-5,2002,9,29.594696656848
"2184",170,-5,2002,9,29.594696656848
"2185",175,-5,2002,9,29.9441877691162
"2186",175,-5,2002,9,29.9441877691162
"2187",180,-5,2002,9,30.0220036173591
"2188",110,10,2002,9,28.8598657955895
"2189",115,10,2002,9,28.63703543824
"2190",155,10,2002,9,28.9327006881063
"2191",145,-10,2002,9,25.6715345002076
"2192",145,-10,2002,9,25.6715345002076
"2193",150,-10,2002,9,26.0822652966872
"2194",150,-10,2002,9,26.0822652966872
"2195",155,-10,2002,9,27.208614982405
"2196",155,-10,2002,9,27.208614982405
"2197",160,-10,2002,9,28.6194948644416
"2198",165,-10,2002,9,28.2901810632599
"2199",170,-10,2002,9,28.4668274766593
"2200",175,-10,2002,9,28.9905659071134
"2201",110,15,2002,9,28.5366876440649
"2202",115,15,2002,9,28.689101581521
"2203",170,-15,2002,9,26.3302139436625
"2204",125,25,2002,9,28.7069663061409
"2205",125,30,2002,9,26.9353561278708
"2206",130,30,2002,9,27.5250215284638
"2207",135,30,2002,9,27.5633705224661
"2208",140,30,2002,9,27.5760356781499
"2209",140,35,2002,9,26.9521987625501
"2210",145,35,2002,9,26.4859056397686
"2211",150,35,2002,9,26.904854251812
"2212",155,35,2002,9,25.7695618390866
"2213",140,40,2002,9,22.8551748408128
"2214",145,40,2002,9,20.0681712075307
"2215",150,40,2002,9,20.4838888583352
"2216",155,40,2002,9,20.5405830276804
"2217",170,40,2002,9,19.5414997237151
"2218",175,-40,2002,9,13.3354791873936
"2219",120,0,2002,10,30.0119132326664
"2220",125,0,2002,10,28.6970195978143
"2221",130,0,2002,10,29.3816887686931
"2222",135,0,2002,10,29.8481851302678
"2223",140,0,2002,10,29.5718751754628
"2224",150,0,2002,10,29.7066277034449
"2225",155,0,2002,10,29.5361009892201
"2226",155,0,2002,10,29.5361009892201
"2227",160,0,2002,10,29.2171992432658
"2228",160,0,2002,10,29.2171992432658
"2229",165,0,2002,10,29.3232303992765
"2230",165,0,2002,10,29.3232303992765
"2231",170,0,2002,10,29.6794050499998
"2232",170,0,2002,10,29.6794050499998
"2233",175,0,2002,10,29.6276693007818
"2234",175,0,2002,10,29.6276693007818
"2235",120,5,2002,10,29.6865768482542
"2236",125,5,2002,10,29.833661893438
"2237",130,5,2002,10,29.245510513433
"2238",150,5,2002,10,29.1941086267867
"2239",155,5,2002,10,29.3251905153858
"2240",155,5,2002,10,29.3251905153858
"2241",160,5,2002,10,29.3588143987234
"2242",170,5,2002,10,29.3560085426903
"2243",125,-5,2002,10,28.3044255840592
"2244",130,-5,2002,10,28.1762752935018
"2245",135,-5,2002,10,27.9550173439024
"2246",140,-5,2002,10,27.9145908355713
"2247",145,-5,2002,10,29.3734337310879
"2248",150,-5,2002,10,29.379027439711
"2249",155,-5,2002,10,29.2871047591415
"2250",155,-5,2002,10,29.2871047591415
"2251",160,-5,2002,10,29.7975217137588
"2252",160,-5,2002,10,29.7975217137588
"2253",165,-5,2002,10,29.6655141986948
"2254",165,-5,2002,10,29.6655141986948
"2255",170,-5,2002,10,29.7559312656295
"2256",170,-5,2002,10,29.7559312656295
"2257",175,-5,2002,10,30.2356393397878
"2258",175,-5,2002,10,30.2356393397878
"2259",180,-5,2002,10,30.2751426696777
"2260",110,10,2002,10,28.7004906706819
"2261",115,10,2002,10,29.1194692948069
"2262",150,10,2002,10,29.2795542436873
"2263",155,10,2002,10,29.3049756874663
"2264",140,-10,2002,10,27.1514998225667
"2265",145,-10,2002,10,26.5436026122612
"2266",150,-10,2002,10,27.1791788081965
"2267",155,-10,2002,10,28.0840152209767
"2268",155,-10,2002,10,28.0840152209767
"2269",160,-10,2002,10,28.4914291090284
"2270",165,-10,2002,10,28.4914929840178
"2271",165,-10,2002,10,28.4914929840178
"2272",170,-10,2002,10,29.0050340188053
"2273",170,-10,2002,10,29.0050340188053
"2274",175,-10,2002,10,29.5229952734992
"2275",175,-10,2002,10,29.5229952734992
"2276",180,-10,2002,10,29.4314149173033
"2277",110,15,2002,10,28.0829700288438
"2278",115,15,2002,10,28.8856900900483
"2279",165,-15,2002,10,26.5649475750511
"2280",125,25,2002,10,27.8623300795997
"2281",125,30,2002,10,24.9599041998319
"2282",135,30,2002,10,26.1694579112726
"2283",140,30,2002,10,26.6020062675498
"2284",140,35,2002,10,24.4860870912295
"2285",170,-35,2002,10,15.6429899920714
"2286",140,40,2002,10,19.6581192066387
"2287",145,40,2002,10,18.0512230900772
"2288",155,40,2002,10,18.2200359808619
"2289",120,0,2002,11,30.1306198168993
"2290",125,0,2002,11,29.9122711646825
"2291",130,0,2002,11,29.693608353468
"2292",135,0,2002,11,29.7835858781932
"2293",140,0,2002,11,29.7979977419402
"2294",145,0,2002,11,30.1160811489729
"2295",150,0,2002,11,30.1399241326941
"2296",155,0,2002,11,29.9248952304494
"2297",155,0,2002,11,29.9248952304494
"2298",160,0,2002,11,29.777808584302
"2299",165,0,2002,11,29.6543115336847
"2300",170,0,2002,11,29.9322433318196
"2301",175,0,2002,11,30.0628088898625
"2302",120,5,2002,11,29.8684878817926
"2303",125,5,2002,11,29.8468907004532
"2304",130,5,2002,11,29.9013312475018
"2305",140,5,2002,11,29.8943274825527
"2306",155,5,2002,11,29.5717326300308
"2307",125,-5,2002,11,29.3755063105957
"2308",130,-5,2002,11,29.2005207956349
"2309",135,-5,2002,11,28.7432744020148
"2310",140,-5,2002,11,28.1103928382761
"2311",145,-5,2002,11,29.329287195693
"2312",145,-5,2002,11,29.329287195693
"2313",150,-5,2002,11,29.3992818884352
"2314",155,-5,2002,11,29.5806977193733
"2315",155,-5,2002,11,29.5806977193733
"2316",160,-5,2002,11,29.9866063244469
"2317",160,-5,2002,11,29.9866063244469
"2318",165,-5,2002,11,29.9602089763618
"2319",165,-5,2002,11,29.9602089763618
"2320",170,-5,2002,11,30.1803482654089
"2321",170,-5,2002,11,30.1803482654089
"2322",175,-5,2002,11,30.3533448217528
"2323",175,-5,2002,11,30.3533448217528
"2324",180,-5,2002,11,30.2853486145757
"2325",110,10,2002,11,28.4584799443136
"2326",115,10,2002,11,29.1923817184829
"2327",145,10,2002,11,29.0638787622131
"2328",145,-10,2002,11,27.0115747954958
"2329",150,-10,2002,11,27.5139991857066
"2330",155,-10,2002,11,28.3134222366964
"2331",155,-10,2002,11,28.3134222366964
"2332",160,-10,2002,11,28.845006741217
"2333",165,-10,2002,11,29.1483494520136
"2334",165,-10,2002,11,29.1483494520136
"2335",170,-10,2002,11,29.3539989731118
"2336",170,-10,2002,11,29.3539989731118
"2337",175,-10,2002,11,29.5069513338399
"2338",175,-10,2002,11,29.5069513338399
"2339",180,-10,2002,11,29.5157695649748
"2340",110,15,2002,11,27.2323542691692
"2341",115,15,2002,11,28.2345775128314
"2342",120,30,2002,11,17.4915766473278
"2343",125,30,2002,11,21.7771268737387
"2344",130,30,2002,11,23.6936884654054
"2345",135,30,2002,11,23.4262718627657
"2346",140,30,2002,11,24.1613371151696
"2347",120,35,2002,11,14.9660654893834
"2348",125,35,2002,11,14.7384620181197
"2349",130,35,2002,11,18.3117236923313
"2350",140,35,2002,11,21.4618418973298
"2351",140,40,2002,11,13.9477744385729
"2352",145,40,2002,11,13.4883403279601
"2353",175,-40,2002,11,14.3079555217928
"2354",120,0,2002,12,29.5412447054394
"2355",125,0,2002,12,29.0987137657354
"2356",130,0,2002,12,29.2879591876063
"2357",135,0,2002,12,29.2279476728259
"2358",140,0,2002,12,29.2064987606749
"2359",145,0,2002,12,29.5373490150206
"2360",150,0,2002,12,29.5684790337676
"2361",155,0,2002,12,29.4531931748542
"2362",155,0,2002,12,29.4531931748542
"2363",160,0,2002,12,29.5194352163652
"2364",165,0,2002,12,29.5413069573092
"2365",170,0,2002,12,29.5067451868227
"2366",120,5,2002,12,29.0046470164683
"2367",125,5,2002,12,28.6464749379051
"2368",130,5,2002,12,28.7363411462111
"2369",140,5,2002,12,29.0669789572746
"2370",145,5,2002,12,29.0633009776589
"2371",155,5,2002,12,28.6880538908996
"2372",160,5,2002,12,28.4590216388107
"2373",125,-5,2002,12,30.5367448437487
"2374",130,-5,2002,12,30.2668190391516
"2375",135,-5,2002,12,30.01156264376
"2376",140,-5,2002,12,30.2066132035749
"2377",145,-5,2002,12,29.4123809316932
"2378",150,-5,2002,12,29.6345464490718
"2379",155,-5,2002,12,29.8962907430829
"2380",155,-5,2002,12,29.8962907430829
"2381",160,-5,2002,12,29.9805679600444
"2382",160,-5,2002,12,29.9805679600444
"2383",165,-5,2002,12,29.9822204539373
"2384",165,-5,2002,12,29.9822204539373
"2385",170,-5,2002,12,29.8086539724185
"2386",110,10,2002,12,27.5963064317607
"2387",115,10,2002,12,28.6777743564811
"2388",150,10,2002,12,27.5741430132002
"2389",145,-10,2002,12,28.854475491497
"2390",150,-10,2002,12,28.5098713852962
"2391",155,-10,2002,12,29.1361143387301
"2392",155,-10,2002,12,29.1361143387301
"2393",160,-10,2002,12,29.6140656181896
"2394",165,-10,2002,12,29.5043368986019
"2395",165,-10,2002,12,29.5043368986019
"2396",170,-10,2002,12,29.6512480936089
"2397",170,-10,2002,12,29.6512480936089
"2398",110,15,2002,12,26.724726565414
"2399",115,15,2002,12,27.6858543578183
"2400",170,-15,2002,12,27.8599256403377
"2401",120,30,2002,12,15.0565263559456
"2402",125,30,2002,12,19.1761093333293
"2403",130,30,2002,12,22.5591294227906
"2404",135,30,2002,12,21.9911926455854
"2405",140,30,2002,12,22.4299313839504
"2406",130,35,2002,12,16.2453471475593
"2407",140,35,2002,12,19.2686583530543
"2408",140,40,2002,12,13.1254241536892
"2409",145,40,2002,12,11.7805554406818
"2410",120,0,2003,1,29.0691962037974
"2411",125,0,2003,1,29.180190452733
"2412",130,0,2003,1,28.9142699550145
"2413",135,0,2003,1,28.8766441065029
"2414",140,0,2003,1,29.1571549304234
"2415",145,0,2003,1,29.5126689120445
"2416",150,0,2003,1,29.5250918112957
"2417",155,0,2003,1,29.6881877249776
"2418",160,0,2003,1,29.8105083200436
"2419",165,0,2003,1,29.1738792941537
"2420",120,5,2003,1,28.2509653269639
"2421",125,5,2003,1,28.3838623848342
"2422",130,5,2003,1,28.3996637731868
"2423",145,5,2003,1,28.8778644185592
"2424",125,-5,2003,1,29.7881903824412
"2425",130,-5,2003,1,29.3206910941071
"2426",135,-5,2003,1,29.2111743099308
"2427",135,-5,2003,1,29.2111743099308
"2428",140,-5,2003,1,30.3216691489692
"2429",145,-5,2003,1,28.8551229146742
"2430",150,-5,2003,1,29.3382306951271
"2431",155,-5,2003,1,29.5640522644662
"2432",160,-5,2003,1,29.3433250719982
"2433",165,-5,2003,1,29.0515103161994
"2434",170,-5,2003,1,29.1890068926276
"2435",110,10,2003,1,26.1838351800023
"2436",115,10,2003,1,27.8512973654424
"2437",145,-10,2003,1,29.3690417537539
"2438",150,-10,2003,1,28.7553225217654
"2439",155,-10,2003,1,29.3475664294412
"2440",175,-10,2003,1,29.3345441733334
"2441",180,-10,2003,1,29.525533814712
"2442",110,15,2003,1,24.9833383156092
"2443",115,15,2003,1,25.9610886842828
"2444",175,-15,2003,1,28.7107912432381
"2445",125,30,2003,1,15.9629851840114
"2446",135,30,2003,1,20.5309946082135
"2447",140,30,2003,1,20.3264118104788
"2448",140,35,2003,1,18.3123967012784
"2449",140,40,2003,1,9.10689469186883
"2450",145,40,2003,1,9.03189888313087
"2451",175,-40,2003,1,17.565982626612
"2452",160,-50,2003,1,10.5348812690017
"2453",160,-55,2003,1,6.71558541142894
"2454",120,0,2003,2,28.8575447779249
"2455",125,0,2003,2,28.7815226630635
"2456",130,0,2003,2,28.5028401522992
"2457",135,0,2003,2,28.7779557337496
"2458",140,0,2003,2,29.128210257294
"2459",145,0,2003,2,28.9953517884718
"2460",150,0,2003,2,29.435390668668
"2461",155,0,2003,2,29.62698748436
"2462",160,0,2003,2,29.4138033281402
"2463",165,0,2003,2,29.6693192992791
"2464",120,5,2003,2,27.8483425517322
"2465",125,5,2003,2,27.9357909124993
"2466",130,5,2003,2,27.7952116326493
"2467",140,5,2003,2,27.9573290930301
"2468",145,5,2003,2,28.4881838175329
"2469",150,5,2003,2,28.7619670860434
"2470",155,5,2003,2,28.6457974454806
"2471",125,-5,2003,2,29.1943600128082
"2472",130,-5,2003,2,29.4714531056758
"2473",135,-5,2003,2,29.3181845527273
"2474",135,-5,2003,2,29.3181845527273
"2475",140,-5,2003,2,29.7240643009995
"2476",140,-5,2003,2,29.7240643009995
"2477",145,-5,2003,2,28.7270940181057
"2478",150,-5,2003,2,29.4297356271756
"2479",150,-5,2003,2,29.4297356271756
"2480",155,-5,2003,2,29.5297409376271
"2481",155,-5,2003,2,29.5297409376271
"2482",160,-5,2003,2,29.3551030688701
"2483",165,-5,2003,2,29.1155569133307
"2484",170,-5,2003,2,29.1708012510405
"2485",110,10,2003,2,26.7491584872591
"2486",115,10,2003,2,27.5376245897232
"2487",135,-10,2003,2,30.2587448490027
"2488",140,-10,2003,2,30.2505099368557
"2489",145,-10,2003,2,29.7452213651271
"2490",145,-10,2003,2,29.7452213651271
"2491",150,-10,2003,2,29.4914885964519
"2492",155,-10,2003,2,29.6245394383215
"2493",160,-10,2003,2,29.733348142177
"2494",165,-10,2003,2,29.6698368371436
"2495",110,15,2003,2,25.4720254522306
"2496",115,15,2003,2,26.3203493263153
"2497",135,-15,2003,2,30.336880622445
"2498",175,-15,2003,2,28.6798488798328
"2499",125,30,2003,2,14.2192602216671
"2500",135,30,2003,2,19.6714673094179
"2501",140,30,2003,2,19.1234729777731
"2502",140,35,2003,2,16.8668450062128
"2503",140,40,2003,2,8.08913285428759
"2504",145,40,2003,2,7.73621726549737
"2505",170,-40,2003,2,18.0538623543353
"2506",175,-40,2003,2,17.7627278297269
"2507",180,-40,2003,2,19.3026545634089
"2508",120,0,2003,3,29.3779554628286
"2509",125,0,2003,3,29.3008626210823
"2510",130,0,2003,3,29.4016182999825
"2511",135,0,2003,3,28.8642645413695
"2512",140,0,2003,3,29.1859164164745
"2513",145,0,2003,3,29.5012047612961
"2514",150,0,2003,3,29.6245311248789
"2515",155,0,2003,3,29.543012174403
